PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Cam Dineen,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"745,000",0.0100
Josh Mahura,21,LD/RD,11,1,3,4,0.36,-3,11,0.09,16:13:00,0.39,11,25,16,0.13,3.7,8.4,5.38,99,102,49.25,197,186,51.44,147,143,50.69,9.53,8.18,53.84,-,-,-,-,-,-,-,-,Entry-Level,RFA,"745,000",0.0100
Garrett Pilon,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"745,000",0.0110
Kyle Capobianco,21,LD,9,1,0,1,0.11,-1,10,0.1,14:45:00,0.25,10,19,11,0.11,4.51,8.58,4.97,64,73,46.72,124,132,48.44,86,101,45.99,4.99,5.19,49.02,-,-,-,-,-,-,-,-,Entry-Level,RFA,"745,000",0.0110
Jack Kopacka,21,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","745,000",0.0100
Dylan Wells,21,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"745,000",0.0100
Jérémy Groleau,19,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"743,333",0.0090
Brad Morrison,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","743,333",0.0100
Michael Pezzetta,21,"LW, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"743,333",0.0100
Devante Stephens,22,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","743,333",0.0100
Anton Lindholm,24,LD,4,0,1,1,0.25,1,1,0,11:46:00,0.02,1,4,2,0.03,1.27,5.09,2.54,24,27,47.06,39,47,45.35,28,33,45.9,1.89,1.02,64.95,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","742,500",0.0090
Callum Booth,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","741,667",0.0100
Joona Luoto,21,"LW, RW",16,0,0,0,0,-3,9,0,6:35:00,0.59,9,17,14,0.34,5.12,9.67,7.97,26,58,30.95,53,111,32.32,42,77,35.29,1.12,5.07,18.23,-,-,-,-,-,-,-,-,Entry-Level,RFA,"741,667",0.0090
Travis Barron,20,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","741,667",0.0100
Mason Appleton,23,RW,46,5,3,8,0.17,-9,55,0.09,11:09:00,5.09,55,92,76,0.6,6.43,10.75,8.88,224,282,44.27,412,496,45.37,318,383,45.36,16.72,22.66,42.46,-,-,-,-,-,-,-,-,Entry-Level,RFA,"741,667",0.0100
Spencer Smallman,22,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"741,667",0.0100
Skyler McKenzie,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","741,667",0.0090
William Lagesson,23,LD,8,0,0,0,0,-4,8,0,11:51:00,0.2,8,19,12,0.13,5.05,12.01,7.59,41,57,41.84,84,101,45.41,59,75,44.03,3.07,5.01,37.95,-,-,-,-,-,-,-,-,Entry-Level,RFA,"741,666",0.0100
Sebastian Repo,23,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"740,000",0.0100
Tanner Kaspick,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"738,889",0.0100
Nicholas Caamano,20,"LW, RW",12,1,1,2,0.17,2,13,0.08,9:57:00,1.24,13,23,21,0.62,6.52,11.54,10.54,51,61,45.54,95,105,47.5,75,79,48.7,3.53,3.41,50.86,-,-,-,-,-,-,-,-,Entry-Level,RFA,"738,333",0.0100
Hudson Fasching,23,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","737,500",0.0090
Taylor Fedun,31,RD,27,2,7,9,0.33,3,40,0.05,13:45:00,1.62,40,82,57,0.26,6.46,13.25,9.21,204,202,50.25,348,338,50.73,270,265,50.47,17.03,14.23,54.48,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"737,500",0.0090
Alex Nedeljkovic,23,G,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,0,3.06,0.887,3.05,2.55,-0.5,Standard (2-way),RFA,"737,500",0.0090
Kenny Agostino,27,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"737,500",0.0090
Michael Bunting,23,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","737,500",0.0090
Gabriel Fontaine,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"736,667",0.0100
Manuel Wiederer,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"736,667",0.0100
Connor Bunnaman,21,"C, LW",21,1,1,2,0.1,7,18,0.06,9:16:00,1.15,18,22,21,0.36,5.54,6.77,6.46,84,82,50.6,148,162,47.74,112,119,48.48,5.88,5.55,51.44,-,-,-,-,-,-,-,-,Entry-Level,RFA,"736,666",0.0100
Beck Malenstyn,21,"C, LW",3,0,0,0,0,-1,4,0,9:16:00,0.38,4,6,6,0.82,8.63,12.94,12.94,8,14,36.36,24,28,46.15,16,23,41.03,0.85,1.38,38.11,-,-,-,-,-,-,-,-,Entry-Level,RFA,"736,666",0.0100
Joachim Blichfeld,20,"RW, LW",3,0,0,0,0,-2,3,0,12:46:00,0.22,3,6,5,0.34,4.7,9.39,7.83,10,18,35.71,25,41,37.88,20,26,43.48,0.73,1.19,38.02,-,-,-,-,-,-,-,-,Entry-Level,RFA,"736,666",0.0100
Drake Batherson,21,RW,23,3,7,10,0.43,-12,32,0.09,15:33:00,2.79,32,65,52,0.47,5.36,10.9,8.72,201,208,49.14,383,343,52.75,287,268,51.71,18.38,16.14,53.23,-,-,-,-,-,-,-,-,Entry-Level,RFA,"736,666",0.0100
Alan Quine,26,C,9,1,0,1,0.11,-1,12,0.08,9:48:00,0.96,12,18,14,0.65,8.16,12.24,9.52,47,47,50,96,89,51.89,69,70,49.64,4.28,3.58,54.45,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"735,000",0.0090
Jacob Middleton,23,LD,10,0,2,2,0.2,-2,9,0,10:46:00,0.26,9,16,13,0.14,5.01,8.92,7.24,60,48,55.56,105,94,52.76,81,67,54.73,5.01,5.19,49.17,-,-,-,-,-,-,-,-,Entry-Level,RFA,"735,000",0.0100
AJ Greer,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"735,000",0.0090
Sheldon Dries,25,C,5,0,0,0,0,-2,2,0,6:51:00,0.11,2,6,3,0.19,3.5,10.49,5.24,12,21,36.36,23,37,38.33,16,29,35.56,0.98,2.21,30.72,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"735,000",0.0090
Ryan Graves,24,LD,69,9,17,26,0.38,40,134,0.07,18:56:00,7.07,134,262,180,0.32,6.15,12.03,8.26,611,747,44.99,1099,1398,44.01,819,1016,44.63,51.06,68.33,42.77,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"735,000",0.0090
Luke Green,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","733,333",0.0100
Jordy Bellerive,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"733,333",0.0100
Matthew Phillips,21,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"733,333",0.0100
Chaz Reddekopp,22,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","733,333",0.0100
Drake Rymsha,20,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","733,333",0.0090
Déreck Baribeau,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"733,333",0.0100
Kyle Keyser,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"733,333",0.0100
Alex D'Orio,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"733,333",0.0100
Dylan Ferguson,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"733,333",0.0100
Kaden Fulcher,20,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"733,333",0.0100
Parker Wotherspoon,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"732,222",0.0100
Yakov Trenin,22,"LW, C",21,2,4,6,0.29,1,25,0.08,9:44:00,2.12,25,45,36,0.62,7.34,13.21,10.57,93,90,50.82,200,206,49.26,141,134,51.27,6.39,6.15,50.96,-,-,-,-,-,-,-,-,Entry-Level,RFA,"730,833",0.0110
Oliver Kylington,22,LD/RD,48,2,5,7,0.15,-6,37,0.05,13:42:00,1.45,37,96,61,0.13,3.37,8.75,5.56,313,340,47.93,582,631,47.98,433,474,47.74,24.83,25.06,49.77,-,-,-,-,-,-,-,-,Entry-Level,RFA,"730,833",0.0110
Vitaly Abramov,21,LW,2,1,0,1,0.5,0,3,0.33,5:47:00,0.18,3,4,3,0.93,15.56,20.74,15.56,7,10,41.18,12,19,38.71,9,14,39.13,0.37,0.8,31.62,-,-,-,-,-,-,-,-,Entry-Level,RFA,"730,833",0.0110
Carter Hart,20,G,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,13,1,2.42,0.914,2.42,2.55,0.13,Entry-Level,RFA,"730,833",0.0110
Mathieu Olivier,22,RW,8,0,1,1,0.13,1,6,0,7:32:00,0.38,6,9,8,0.38,5.96,8.94,7.95,30,24,55.56,42,52,44.68,34,34,50,1.31,2.08,38.64,-,-,-,-,-,-,-,-,Entry-Level,RFA,"730,000",0.0090
Darren Raddysh,23,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"730,000",0.0100
Tim Gettinger,21,"LW, RW",2,0,1,1,0.5,1,3,0,8:23:00,0.43,3,5,4,1.54,10.73,17.89,14.31,11,8,57.89,18,15,54.55,15,10,60,1.01,0.38,72.66,-,-,-,-,-,-,-,-,Entry-Level,RFA,"730,000",0.0100
Anthony Cirelli,21,"C, RW",68,16,28,44,0.65,28,113,0.14,18:27:00,14.91,113,207,162,0.71,5.4,9.89,7.74,584,681,46.17,1094,1240,46.87,817,935,46.63,58.76,62.91,48.29,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Filip Chlapik,22,C,31,3,3,6,0.19,-7,27,0.11,8:46:00,2.13,27,51,42,0.47,5.96,11.26,9.27,129,126,50.59,234,228,50.65,183,159,53.51,9.27,8.38,52.55,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Matthew Spencer,22,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","728,333",0.0100
Samuel Girard,21,LD/RD,70,4,30,34,0.49,1,96,0.04,21:18:00,4.51,96,247,143,0.18,3.87,9.94,5.76,805,719,52.82,1524,1242,55.1,1114,953,53.89,72.92,54.82,57.08,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Mitch Vande Sompel,22,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Mathieu Joseph,22,"C, LW, RW",37,4,3,7,0.19,-2,35,0.11,11:31:00,4.4,35,72,55,0.62,4.93,10.13,7.74,192,210,47.76,356,352,50.28,270,276,49.45,16.57,13.62,54.89,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Deven Sideroff,22,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","728,333",0.0100
Blake Speers,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Daniel Vladar,21,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"728,333",0.0100
Graham Knott,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","728,333",0.0100
Dennis Yan,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","728,333",0.0100
Colton White,22,LD,6,0,0,0,0,-2,2,0,13:59:00,0.07,2,4,4,0.05,1.43,2.86,2.86,24,64,27.27,45,116,27.95,32,85,27.35,1.77,5.22,25.32,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Steven Lorentz,23,"RW, C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"728,333",0.0100
Antoine Waked,23,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","726,667",0.0100
Parker Kelly,20,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"726,667",0.0100
Joakim Ryan,26,LD,35,1,4,5,0.14,-10,54,0.02,19:08:00,1.64,54,99,73,0.15,4.84,8.86,6.54,319,331,49.08,556,609,47.73,441,471,48.36,24.84,28.64,46.45,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"725,000",0.0090
Ethan Prow,26,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Stefan Matteau,25,LW,9,2,1,3,0.33,0,18,0.11,12:21:00,1.63,18,29,27,0.88,9.71,15.64,14.56,62,60,50.82,103,123,45.58,84,90,48.28,4.67,5.14,47.6,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Beau Bennett,27,"RW, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Mark Alt,27,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0100
Connor Clifton,24,LD/RD,31,2,0,2,0.06,4,20,0.1,14:25:00,1.07,20,54,31,0.14,2.68,7.25,4.16,186,228,44.93,347,425,44.95,251,326,43.5,14.9,16.62,47.27,-,-,-,-,-,-,-,-,Entry-Level,RFA,"725,000",0.0100
Michael Prapavessis,23,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","725,000",0.0090
Nick Seeler,26,LD/RD,12,0,1,1,0.08,-8,5,0,11:56:00,0.39,5,17,11,0.16,2.1,7.13,4.61,51,89,36.43,109,176,38.25,84,124,40.38,5.63,7.1,44.23,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"725,000",0.0090
William Carrier,24,LW,71,7,12,19,0.27,0,99,0.07,9:52:00,9.65,99,158,131,0.83,8.47,13.52,11.21,379,333,53.23,679,587,53.63,520,437,54.34,33.36,26.13,56.08,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0090
Brian Gibbons,31,"C, RW, LW",15,0,0,0,0,-7,9,0,9:45:00,0.61,9,16,13,0.25,3.69,6.56,5.33,67,88,43.23,115,155,42.59,90,121,42.65,4.55,8.11,35.94,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Garrett Wilson,28,"RW, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"725,000",0.0090
Dean Kukan,25,LD/RD,33,1,4,5,0.15,-9,51,0.02,15:58:00,1.82,51,90,67,0.21,5.81,10.24,7.63,273,230,54.27,470,421,52.75,367,310,54.21,21.62,17.3,55.54,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0100
Andy Miele,31,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Ben Harpur,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0100
Tommy Cross,29,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Aaron Ness,29,LD,24,0,1,1,0.04,1,11,0,12:32:00,0.28,11,27,19,0.06,2.19,5.39,3.79,156,147,51.49,276,283,49.37,212,216,49.53,11.38,10.83,51.24,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Jack Rodewald,25,RW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Josef Korenar,21,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"723,333",0.0100
Vince Dunn,22,LD/RD,71,9,14,23,0.32,15,138,0.07,16:16:00,6.12,138,268,173,0.32,7.17,13.93,8.99,657,496,56.98,1155,824,58.36,851,649,56.73,53.23,41.12,56.42,-,-,-,-,-,-,-,-,Entry-Level,RFA,"722,500",0.0110
Joel L'Esperance,23,"C, RW",3,1,0,1,0.33,0,2,0.5,7:20:00,0.19,2,4,4,0.52,5.45,10.89,10.89,6,12,33.33,15,20,42.86,10,18,35.71,0.46,0.85,35.11,-,-,-,-,-,-,-,-,Entry-Level,RFA,"722,500",0.0090
Oleg Sosunov,21,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"721,600",0.0100
Scott Eansor,23,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"720,000",0.0100
Nicolas Roy,22,"C, RW",28,5,5,10,0.36,3,42,0.12,11:25:00,4.67,42,65,54,0.88,7.87,12.19,10.11,185,128,59.11,325,222,59.41,250,168,59.81,16.55,11.1,59.86,-,-,-,-,-,-,-,-,Entry-Level,RFA,"720,000",0.0100
Connor Hobbs,22,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","720,000",0.0100
Caleb Jones,22,LD,43,4,5,9,0.21,-1,38,0.11,14:07:00,1.24,38,79,47,0.12,3.75,7.8,4.63,300,294,50.51,524,549,48.84,393,412,48.82,23.69,25.08,48.57,-,-,-,-,-,-,-,-,Entry-Level,RFA,"720,000",0.0100
Gustav Bouramman,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"720,000",0.0100
Ethan Bear,22,RD,71,5,16,21,0.3,-4,99,0.05,21:58:00,3.42,99,181,125,0.13,3.81,6.96,4.8,778,879,46.95,1368,1570,46.56,1023,1202,45.98,66.42,82.49,44.6,-,-,-,-,-,-,-,-,Entry-Level,RFA,"720,000",0.0100
Evan Cormier,21,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","718,333",0.0090
Jake Bischoff,24,LD,4,0,0,0,0,-2,6,0,15:36:00,0.1,6,10,7,0.1,5.77,9.61,6.73,33,39,45.83,55,66,45.45,45,46,49.45,2.61,2.02,56.25,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"716,667",0.0090
Vitek Vanecek,23,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),RFA,"716,667",0.0090
Ty Lewis,21,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","716,666",0.0100
Brennan Menell,22,D,5,0,0,0,0,1,4,0,13:59:00,0.12,4,10,5,0.1,3.43,8.58,4.29,31,21,59.62,65,36,64.36,47,27,63.51,2.27,0.78,74.43,-,-,-,-,-,-,-,-,Entry-Level,RFA,"716,666",0.0100
Dylan Coghlan,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"715,556",0.0100
Francis Perron,23,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","715,000",0.0090
Gage Quinney,23,"LW, C",3,0,1,1,0.33,-1,2,0,9:42:00,0.45,2,4,4,0.93,4.12,8.24,8.24,13,12,52,25,20,55.56,21,16,56.76,1.56,1.36,53.42,-,-,-,-,-,-,-,-,Entry-Level,RFA,"715,000",0.0100
Thomas Schemitsch,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","715,000",0.0090
Dysin Mayo,22,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"715,000",0.0090
Andrew Mangiapane,23,"LW, RW",68,17,15,32,0.47,4,109,0.16,13:42:00,16.77,109,205,160,1.08,7.02,13.2,10.3,510,442,53.57,971,824,54.09,736,627,54,50.19,37.84,57.01,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"715,000",0.0090
Dryden Hunt,23,"LW, RW",21,0,4,4,0.19,0,33,0,10:29:00,2.06,33,48,40,0.56,8.99,13.07,10.89,120,100,54.55,193,194,49.87,155,141,52.36,8.39,7.67,52.24,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","715,000",0.0090
Calvin Thürkauf,22,"C, LW",3,0,0,0,0,0,1,0,8:15:00,0.06,1,3,3,0.15,2.42,7.27,7.27,8,15,34.78,16,29,35.56,11,20,35.47,0.28,0.65,30.85,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,444",0.0100
Filip Hronek,21,RD,65,9,22,31,0.48,-38,125,0.07,23:53:00,8.26,125,257,178,0.32,4.83,9.93,6.88,693,868,44.39,1259,1479,45.98,958,1164,45.15,65.27,92.61,41.34,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
Givani Smith,21,LW,21,2,1,3,0.14,-2,22,0.09,9:40:00,3.19,22,28,24,0.94,6.49,8.26,7.08,86,99,46.49,149,159,48.38,118,126,48.36,8.5,7.88,51.89,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
Frédéric Allard,21,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
Jonas Siegenthaler,22,LD,64,2,7,9,0.14,11,49,0.04,15:43:00,1.15,49,110,66,0.07,2.92,6.56,3.93,452,562,44.58,795,1071,42.6,612,766,44.41,36.01,51.07,41.35,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0110
Nathan Bastian,21,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
