PLAYER,AGE,POS,GP,G,A,P,P/GP,PLUSMINUS,Sh,Sh%,TOI,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,W,L,SO,GAA,Sv%,GA60,xGA60,GSAx60,TYPE,EXPIRY,CAP HIT,CAP HIT %
Matthew Highmore,24,"LW, RW",42,3,4,7,0.17,-5,40,0.08,11:37:00,3.7,34,63,52,0.56,5.23,9.69,8,167,227,42.39,294,402,42.24,225,296,43.19,12.59,18.8,40.1,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Gabriel Carlsson,23,LD,14,1,3,4,0.29,-6,14,0.07,14:47:00,0.39,14,28,19,0.11,4.05,8.11,5.51,71,97,42.26,145,185,43.94,107,142,42.97,5.01,7.59,39.81,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","725,000",0.0090
Sebastian Aho,24,LD,3,1,1,2,0.67,-1,4,0.25,13:21:00,0.15,4,8,6,0.22,5.99,11.99,8.99,19,26,42.22,35,48,42.17,27,40,40.29,1.78,2.17,45.06,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Sami Niku,23,LD/RD,6,0,0,0,0,-3,2,0,12:58:00,0.14,2,8,4,0.11,1.54,6.17,3.08,33,50,39.76,59,87,40.4,44,74,37.29,2.67,4.47,37.39,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0090
Logan Shaw,27,"C, RW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Jakub Zboril,23,LD/RD,42,0,9,9,0.21,0,35,0,17:03:00,1.04,35,82,51,0.09,2.96,6.92,4.3,351,324,52,625,570,52.3,484,445,52.1,24.03,26.54,47.52,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","725,000",0.0090
Jason Cotton,25,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Parker Wotherspoon,22,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Teemu Kivihalme,25,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Dustin Tokarski,30,G,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,8,0,3.54,0.904,3.54,3,-0.54,Standard (2-way),UFA,"725,000",0.0090
Steven Lorentz,24,"RW, C, LW",45,2,6,8,0.18,1,40,0.05,10:26:00,4.87,40,76,61,0.62,5.11,9.71,7.79,216,202,51.67,439,389,53.02,328,300,52.23,19.82,17.04,53.77,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Andy Miele,32,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Stefan Matteau,26,LW,18,1,0,1,0.06,-4,15,0.07,10:49:00,1.07,15,29,19,0.33,4.62,8.93,5.85,89,100,47.09,134,183,42.27,103,139,42.56,4.71,8.65,35.25,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Byron Froese,29,C,6,1,0,1,0.17,1,2,0.5,8:17:00,0.09,2,3,3,0.11,2.41,3.62,3.62,6,33,15.38,19,54,26.03,11,38,22.45,0.31,2.31,11.83,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Nico Sturm,25,C,50,11,6,17,0.34,10,64,0.17,10:50:00,7.23,59,86,74,0.84,6.82,9.94,8.56,239,279,46.14,371,544,40.54,302,385,43.96,21.83,19.54,52.77,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"725,000",0.0090
Jacob Middleton,24,LD,1,0,0,0,0,-2,1,0,8:44:00,0.04,1,2,2,0.27,6.87,13.75,13.75,3,5,37.5,5,10,33.33,5,8,38.46,0.3,0.84,26.32,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Hunter Miska,24,G,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,4.17,0.838,4.16,2.05,-2.1,Standard (2-way),"UFA
Group 6","725,000",0.0090
Zach Sawchenko,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,RFA,"725,000",0.0090
Seth Griffith,27,"RW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Brian Pinho,25,"C, RW",2,0,0,0,0,-2,3,0,7:48:00,0.28,3,3,3,1.11,11.52,11.52,11.52,8,8,50,13,12,52,11,9,55,0.53,0.48,52.48,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Zach Whitecloud,23,RD,51,2,10,12,0.24,9,54,0.04,17:49:00,2.99,53,124,87,0.2,3.58,8.38,5.88,371,402,47.99,740,803,47.96,537,556,49.13,32.72,35.38,48.05,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0090
Jansen Harkins,23,"LW, C",26,1,1,2,0.08,-2,16,0.06,8:23:00,1.53,15,28,20,0.45,4.4,8.22,5.87,77,107,41.85,146,186,43.98,112,138,44.8,5.28,6.83,43.6,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0090
Austin Czarnik,27,"C, RW",4,0,0,0,0,-1,2,0,12:29:00,0.08,2,4,3,0.1,2.4,4.8,3.6,18,26,40.9,42,41,50.6,34,34,50,1.49,1.96,43.19,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Matiss Kivlenieks,Deceased (24),G,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,0,3.41,0.901,3.4,2.42,-0.98,Standard (2-way),RFA,"725,000",0.0090
Martin Frk,26,RW,1,0,0,0,0,-1,0,0,9:21:00,0.07,0,1,1,0.45,0,6.42,6.42,2,5,28.57,6,8,42.86,3,6,33.33,0.12,0.4,23.08,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"725,000",0.0090
Adam Brooks,24,C,11,4,1,5,0.45,4,10,0.4,10:40:00,1.17,9,13,9,0.68,5.23,7.55,5.23,45,36,55.56,77,73,51.33,53,54,49.53,3.55,2.75,56.35,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Kaapo Kähkönen,23,G,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,8,2,2.89,0.902,2.7,2.22,-0.49,Standard (2-way),RFA,"725,000",0.0090
Jayden Halbgewachs,23,"LW, C",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Mason Geertsen,25,"LW, LD",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Tommy Cross,30,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Colin Blackwell,27,"C, RW",47,12,10,22,0.47,2,64,0.19,14:00:00,7.71,64,115,96,0.7,5.84,10.49,8.75,302,349,46.39,535,622,46.24,420,470,47.19,28.54,30.44,48.39,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Daniel Sprong,23,"RW, LW",42,13,7,20,0.48,7,74,0.18,11:40:00,5.25,73,123,95,0.66,9.15,15.42,11.91,243,240,50.31,437,421,50.93,337,335,50.15,18.82,19.64,48.93,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0090
Madison Bowey,25,RD,2,0,1,1,0.5,1,0,0,11:08:00,0,0,1,0,0,0,2.69,0,9,12,42.86,17,19,47.22,13,14,48.15,0.46,0.54,46,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Michael Hutchinson,30,G,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,1,2.42,0.919,2.42,2.17,-0.24,Standard (2-way),UFA,"725,000",0.0090
Ryan Lomberg,25,"LW, C",34,2,2,4,0.12,-2,47,0.04,9:43:00,5,47,68,63,0.91,8.53,12.36,11.45,175,178,49.58,265,292,47.58,220,232,48.67,13.88,14.85,48.31,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"725,000",0.0090
Mitch Vande Sompel,23,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Nelson Nogier,24,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Joel L'Esperance,24,"C, RW",12,2,0,2,0.17,-2,8,0.25,9:25:00,0.66,8,20,18,0.35,4.25,10.62,9.56,49,51,49,83,92,47.43,71,67,51.45,3.06,3.19,48.96,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Juho Lammikko,24,"C, LW",44,4,1,5,0.11,-8,43,0.09,10:49:00,3.65,43,70,57,0.46,5.41,8.81,7.18,230,262,46.75,372,449,45.31,298,356,45.57,15.98,20.78,43.47,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Carl Grundström,22,LW,47,6,5,11,0.23,-10,66,0.09,12:28:00,5.37,65,99,82,0.57,7,10.66,8.83,259,277,48.32,469,513,47.76,369,386,48.87,20.51,28.5,41.85,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Yakov Trenin,23,"LW, C",45,5,6,11,0.24,4,62,0.08,11:33:00,5.9,62,106,91,0.68,7.16,12.24,10.5,230,230,50,425,434,49.48,329,313,51.25,18.51,15.54,54.36,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"725,000",0.0090
Grant Hutton,24,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Anthony Angello,24,"C, RW",19,2,2,4,0.21,4,19,0.11,7:59:00,1.06,19,27,22,0.42,7.52,10.68,8.69,85,60,58.62,130,112,53.72,104,79,56.83,4.28,3.61,54.25,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
William Lagesson,24,LD,19,0,2,2,0.11,0,11,0,14:09:00,0.49,11,29,19,0.11,2.46,6.48,4.25,73,125,36.86,165,248,39.95,120,178,40.27,7.35,10.57,41.02,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","725,000",0.0090
Nick Seeler,27,LD/RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"725,000",0.0090
Aaron Ness,30,LD,1,0,0,0,0,0,1,0,12:50:00,0.09,1,2,2,0.42,4.68,9.35,9.35,9,8,52.94,14,12,53.85,13,10,56.52,1.2,0.56,68.18,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Jake Walman,24,LD,24,1,1,2,0.08,-7,47,0.02,14:27:00,2.06,47,85,61,0.36,8.11,14.69,10.54,165,170,49.25,296,324,47.74,224,243,47.97,11.78,17.73,39.9,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Logan O'Connor,23,"RW, LW",22,3,2,5,0.23,6,37,0.08,10:56:00,5.13,37,63,53,1.28,9.22,15.7,13.21,136,86,61.26,241,177,57.66,186,123,60.19,10.68,5.93,64.3,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Mark Friedman,24,LD/RD,9,2,1,3,0.33,1,9,0.22,11:03:00,1.39,9,12,11,0.84,5.43,7.24,6.64,47,51,47.96,78,96,44.83,61,73,45.52,4.54,3.7,55.1,-,-,-,-,-,-,-,-,Standard (1-way),"UFA
Group 6","725,000",0.0090
Turner Elson,27,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Sam Anas,27,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Keegan Kolesar,23,"RW, C",44,3,10,13,0.3,-4,46,0.07,9:32:00,5.72,45,74,65,0.85,6.67,10.97,9.63,198,196,50.25,389,356,52.21,275,253,52.08,18.19,17.41,51.1,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"725,000",0.0090
Jacob MacDonald,27,LD,33,1,8,9,0.27,14,49,0.02,14:57:00,2.04,49,115,74,0.25,5.96,13.98,9,276,191,59.1,533,379,58.44,380,274,58.1,23.46,13.89,62.81,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Ken Appleby,25,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"725,000",0.0090
Ethan Prow,27,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"725,000",0.0090
Josef Korenar,22,G,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,5,0,3.18,0.899,3.17,2.78,-0.4,Entry-Level,RFA,"723,333",0.0100
Oleg Sosunov,22,D,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"721,600",0.0100
Evan Cormier,22,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Entry-Level,"UFA
No QO","718,333",0.0090
Jake Bischoff,25,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"716,667",0.0090
Vitek Vanecek,24,G,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,10,2,2.7,0.908,2.75,2.47,-0.28,Standard (1-way),RFA,"716,667",0.0090
Ty Lewis,22,LW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","716,666",0.0100
Dylan Coghlan,22,RD,29,3,3,6,0.21,-3,31,0.1,13:29:00,1.48,31,74,43,0.24,4.99,11.91,6.92,201,166,54.77,392,303,56.4,281,225,55.53,18.64,17.47,51.63,-,-,-,-,-,-,-,-,Entry-Level,RFA,"715,556",0.0100
Brady Keeper,24,RD,1,0,0,0,0,0,0,0,9:28:00,0,0,1,0,0,0,6.34,0,0,4,0,3,9,25,1,5,16.67,0.01,0.53,1.85,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","715,000",0.0090
Filip Hronek,22,RD,56,2,24,26,0.46,-18,114,0.02,23:23:00,6.05,114,225,159,0.28,5.22,10.31,7.29,612,674,47.59,1103,1188,48.14,825,931,46.98,57.48,68.02,45.8,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
Nathan Bastian,22,"RW, C",41,3,7,10,0.24,0,46,0.07,12:37:00,5.14,46,74,66,0.6,5.33,8.58,7.65,215,273,44.06,400,476,45.66,309,368,45.64,17.09,24.04,41.55,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
Brandon Gignac,22,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,"UFA
No QO","714,166",0.0100
Frédéric Allard,22,RD,1,0,0,0,0,-2,0,0,16:59:00,0,0,0,0,0,0,0,0,9,4,69.23,11,10,52.38,11,6,64.7,0.47,0.19,71.2,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
Givani Smith,22,LW,16,1,3,4,0.25,-5,20,0.05,10:35:00,1.24,20,27,22,0.44,7.08,9.56,7.79,91,92,49.73,128,152,45.71,101,115,46.76,5.63,7.33,43.44,-,-,-,-,-,-,-,-,Entry-Level,RFA,"714,166",0.0100
Tanner Jeannot,23,"LW, RW",15,5,2,7,0.47,6,23,0.22,12:07:00,2.38,23,33,27,0.78,7.58,10.88,8.9,85,77,52.47,156,142,52.35,125,107,53.88,8.17,5.69,58.95,-,-,-,-,-,-,-,-,Entry-Level,RFA,"713,333",0.0100
Gavin Bayreuther,26,LD/RD,9,1,0,1,0.11,-1,16,0.06,15:23:00,0.48,16,32,23,0.21,6.93,13.86,9.97,70,66,51.47,118,114,50.86,95,90,51.35,4.5,7.37,37.9,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"710,000",0.0090
Maxime Lajoie,22,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"710,000",0.0100
Cristoval Nieves,26,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"708,000",0.0090
Jacob Moverare,21,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Entry-Level,RFA,"705,556",0.0090
Riley Sheahan,28,"LW, C",53,4,9,13,0.25,-8,44,0.09,13:18:00,3.59,44,69,54,0.31,3.74,5.87,4.59,268,467,36.46,475,815,36.82,379,658,36.54,23.03,45.15,33.78,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Louis Belpedio,24,RD,1,0,0,0,0,-1,2,0,13:58:00,0.06,2,3,3,0.26,8.59,12.88,12.88,5,11,31.25,7,20,25.93,7,17,29.17,0.11,1.31,7.75,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Andy Greene,37,LD/RD,55,1,4,5,0.09,9,50,0.02,17:34:00,1.87,50,125,78,0.12,3.1,7.76,4.84,398,504,44.12,736,959,43.42,554,688,44.61,34.4,42.44,44.78,-,-,-,-,-,-,-,-,35+ (1-way),UFA,"700,000",0.0090
Buddy Robinson,28,RW,9,0,0,0,0,0,6,0,7:08:00,0.5,6,13,8,0.47,5.6,12.14,7.47,27,24,52.94,62,46,57.41,40,36,52.63,1.73,1.67,50.88,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Oscar Dansk,26,G,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0,0,3.93,0.862,3.91,2.89,-1.02,Standard (2-way),UFA,"700,000",0.0090
Louis Belpedio,24,RD,1,0,0,0,0,-1,2,0,13:58:00,0.06,2,3,3,0.26,8.59,12.88,12.88,5,11,31.25,7,20,25.93,7,17,29.17,0.11,1.31,7.75,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Andy Greene,37,LD/RD,55,1,4,5,0.09,9,50,0.02,17:34:00,1.87,50,125,78,0.12,3.1,7.76,4.84,398,504,44.12,736,959,43.42,554,688,44.61,34.4,42.44,44.78,-,-,-,-,-,-,-,-,35+ (1-way),UFA,"700,000",0.0090
Buddy Robinson,28,RW,9,0,0,0,0,0,6,0,7:08:00,0.5,6,13,8,0.47,5.6,12.14,7.47,27,24,52.94,62,46,57.41,40,36,52.63,1.73,1.67,50.88,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Andreas Borgman,25,LD,7,0,2,2,0.29,-2,7,0,11:57:00,0.35,7,23,12,0.25,5.01,16.48,8.6,41,46,47.13,78,75,50.98,58,60,49.15,3.48,3.57,49.36,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Alex Lyon,27,G,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,0,3.33,0.894,3.33,2.47,-0.86,Standard (1-way),UFA,"700,000",0.0090
Dmytro Timashov,23,LW,1,0,0,0,0,-2,1,0,7:13:00,0.01,1,1,1,0.08,8.31,8.31,8.31,3,6,33.33,4,9,30.77,3,8,27.27,0.03,0.39,7.14,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
No QO","700,000",0.0090
Steven Santini,25,RD,3,0,1,1,0.33,1,9,0,14:00:00,0.16,5,9,7,0.43,13.39,24.11,18.75,9,16,36,18,25,41.86,13,20,39.39,0.31,1.06,22.63,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Ben Thomas,24,RD,5,0,0,0,0,1,3,0,14:14:00,0.28,3,7,4,0.24,2.52,5.9,3.37,40,27,59.7,61,56,52.14,51,42,54.84,3.02,2.62,53.55,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Calvin Thürkauf,23,"C, LW",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Yannick Weber,31,RD,2,0,0,0,0,-3,1,0,11:19:00,0.04,1,3,1,0.11,2.65,7.95,2.65,11,13,45.83,16,27,37.21,12,19,38.71,0.81,1.49,35.22,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Joseph Cramarossa,27,C,4,0,1,1,0.25,-1,3,0,10:46:00,0.02,3,3,3,0.03,4.18,4.18,4.18,19,25,43.18,27,49,35.53,25,32,43.86,0.88,1.85,32.22,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Cameron Schilling,31,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Phillip Di Giuseppe,26,LW,31,1,7,8,0.26,2,44,0.02,11:05:00,2.56,44,69,57,0.45,7.67,12.03,9.94,158,143,52.49,289,293,49.66,209,214,49.41,10.25,13.24,43.64,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Michael Houser,27,G,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,0,3.46,0.901,3.46,2.4,-1.06,Standard (2-way),UFA,"700,000",0.0090
Antti Suomela,26,C,4,0,0,0,0,0,4,0,11:07:00,0.26,4,5,5,0.35,5.4,6.74,6.74,17,11,60.71,30,31,49.18,23,17,57.5,1.29,0.97,57.08,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Anton Forsberg,27,G,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,0,3.21,0.909,3.21,3.12,-0.09,Standard (1-way),UFA,"700,000",0.0090
Michael Chaput,28,C,13,0,0,0,0,-7,3,0,9:24:00,0.46,3,11,6,0.23,1.47,5.4,2.95,32,65,32.99,61,135,31.12,49,93,34.51,2.56,5.64,31.22,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Joe Hicketts,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Paul Carey,31,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Adam Clendening,27,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (1-way),UFA,"700,000",0.0090
Nick DeSimone,25,RD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Matt Tomkins,26,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Andrew Agozzino,29,"C, LW",3,0,1,1,0.33,0,3,0,12:10:00,0.43,3,5,3,0.71,4.93,8.21,4.93,14,15,48.28,32,36,47.06,22,23,48.89,1.71,1.15,59.58,-,-,-,-,-,-,-,-,Standard (2-way),UFA,"700,000",0.0090
Matt Roy,25,RD,44,2,8,10,0.23,0,57,0.04,19:15:00,2.48,56,142,89,0.18,4.13,10.51,6.58,338,445,43.17,623,826,43,469,639,42.33,30.26,40.83,42.57,-,-,-,-,-,-,-,-,Standard (1-way),RFA,"700,000",0.0090
Louis Domingue,28,G,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,3.16,0.87,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Glenn Gawdin,23,"C, RW",7,0,1,1,0.14,-1,1,0,6:55:00,0.16,1,5,2,0.24,1.51,7.56,3.02,18,20,47.37,31,39,44.29,23,31,42.59,1.07,1.77,37.68,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
Zachary Fucale,25,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),"UFA
Group 6","700,000",0.0090
Ian McCoshen,24,LD,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Jon Gillies,26,G,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,Standard (2-way),UFA,"700,000",0.0090
Laurent Dauphin,25,C,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,,,0,0,0,0,-,-,-,-,-,-,-,-,Standard (2-way),"UFA
Group 6","700,000",0.0090
Zach Senyshyn,23,RW,8,0,0,0,0,-1,10,0,10:06:00,0.74,9,11,10,0.65,7.89,9.64,8.77,34,33,50.75,53,60,46.9,42,44,48.84,1.99,1.79,52.65,-,-,-,-,-,-,-,-,Standard (2-way),RFA,"700,000",0.0090
