player,position,team,season,age,plusMinus,type,cap_hit,shoots_catches,skater_stats_power_play_goals,skater_stats_power_play_assists,skater_stats_short_handed_goals,skater_stats_short_handed_assists,games_played,diff_all_corsi_percentage,diff_5on5_corsi_percentage,diff_4on5_corsi_percentage,diff_5on4_corsi_percentage,diff_all_shots_on_goal,diff_all_goals,diff_all_high_danger_shots,diff_all_high_danger_goals,diff_5on5_shots_on_goal,diff_5on5_goals,diff_5on5_high_danger_shots,diff_5on5_high_danger_goals,diff_4on5_goals,diff_5on4_shots_on_goal,diff_5on4_goals,all_icetime,x5on5_icetime,x4on5_icetime,x5on4_icetime,all_i_f_shots_on_goal,x5on5_i_f_shots_on_goal,x4on5_i_f_shots_on_goal,x5on4_i_f_shots_on_goal,all_i_f_goals,x5on5_i_f_goals,x4on5_i_f_goals,x5on4_i_f_goals,all_i_f_hits,x5on5_i_f_hits,x4on5_i_f_hits,x5on4_i_f_hits,all_i_f_takeaways,x5on5_i_f_takeaways,x4on5_i_f_takeaways,x5on4_i_f_takeaways,all_i_f_giveaways,x5on5_i_f_giveaways,x4on5_i_f_giveaways,x5on4_i_f_giveaways,all_i_f_high_danger_shots,x5on5_i_f_high_danger_shots,x4on5_i_f_high_danger_shots,x5on4_i_f_high_danger_shots,all_i_f_high_danger_goals,x5on5_i_f_high_danger_goals,x4on5_i_f_high_danger_goals,x5on4_i_f_high_danger_goals,all_faceoffs_won,x5on5_faceoffs_won,x4on5_faceoffs_won,x5on4_faceoffs_won,all_faceoffs_lost,x5on5_faceoffs_lost,x4on5_faceoffs_lost,x5on4_faceoffs_lost,all_shots_blocked_by_player,x5on5_shots_blocked_by_player,x4on5_shots_blocked_by_player,x5on4_shots_blocked_by_player,all_assists,x5on5_assists,x4on5_assists,x5on4_assists,all_diff_penalty_minutes,x5on5_diff_penalty_minutes,x4on5_diff_penalty_minutes,x5on4_diff_penalty_minutes
Ivan Provorov,D,PHI,2019-20,22,11,Standard (1-way),6750000,L,7,11,0,1,69,0.020000000000000018,0.020000000000000018,-0.01999999999999999,-0.010000000000000009,137,26,23,13,102,9,13,5,-16,117,28,102323,75431,10593,11761,149,97,7,37,12,4,0,7,84,67,11,3,16,10,3,3,67,54,2,9,10,3,0,4,4,1,0,3,0,0,0,0,0,0,0,0,111,77,2,26,25,11,0,9,6,6,2,0
Brayden Point,F,T.B,2019-20,23,28,Standard (1-way),6750000,R,12,8,0,0,66,0.12,0.020000000000000018,0.32,0.029999999999999916,226,56,25,9,64,30,9,0,0,137,25,74102,57946,219,12179,138,93,1,35,23,15,0,8,24,23,0,1,30,26,0,1,19,13,0,4,15,9,1,4,6,2,0,4,395,295,2,63,376,317,13,3,30,26,0,0,39,27,0,5,22,9,0,7
Mark Giordano,D,CGY,2019-20,35,2,Standard (1-way),6750000,L,2,10,0,2,60,0.020000000000000018,0.040000000000000036,-0.07,-0.06000000000000005,42,6,-1,-4,35,4,1,-7,-14,117,17,85771,63016,9366,9048,156,108,6,33,5,2,0,2,42,34,6,2,36,23,9,3,51,33,5,5,3,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,148,97,7,28,25,12,1,9,-14,-12,0,2
Ryan McDonagh,D,T.B,2019-20,30,7,Standard (1-way),6750000,L,0,0,0,1,50,-0.13000000000000006,-0.030000000000000027,-0.06000000000000001,-0.15999999999999992,-160,-12,-11,-10,-17,5,6,-1,-19,1,0,61916,49504,9383,298,49,39,7,0,1,0,0,0,36,31,5,0,25,23,1,0,32,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,62,0,13,11,9,1,0,2,-6,0,6
David Pastrnak,F,BOS,2019-20,23,21,Standard (1-way),6666667,R,22,22,0,0,70,0.14999999999999997,0.050000000000000044,0.92,0.039999999999999925,301,69,26,25,78,27,-1,4,0,202,36,79594,61396,47,14850,278,180,0,78,48,25,0,19,47,43,0,2,49,44,0,3,88,60,0,25,24,8,0,11,14,4,0,8,7,6,0,0,11,6,0,1,22,18,0,0,47,23,0,16,6,10,0,-2
Alex Pietrangelo,D,STL,2019-20,29,11,Standard (1-way),6500000,R,7,19,0,1,70,0.08000000000000007,0.040000000000000036,0.039999999999999994,0.020000000000000018,158,27,26,15,91,14,13,5,-13,140,25,100627,76411,6846,11951,224,159,4,47,15,8,0,5,46,36,6,1,43,35,4,1,44,34,2,6,10,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,89,70,1,7,34,16,0,12,0,2,-2,0
Paul Stastny,F,VGK,2019-20,33,6,Standard (1-way),6500000,L,5,8,0,1,71,0.06999999999999995,0.029999999999999916,-0.06,0.030000000000000027,258,17,0,0,133,-1,0,-4,-12,155,24,72997,56081,4368,9509,136,97,1,32,17,10,0,5,63,55,1,2,41,32,6,0,18,15,0,3,29,21,0,7,5,1,0,3,624,441,41,109,516,389,57,31,31,28,0,1,21,13,0,5,4,4,0,0
Derek Stepan,F,ARI,2019-20,29,-4,Standard (1-way),6500000,R,1,6,1,0,70,-0.010000000000000009,0.020000000000000018,0.03,0,-2,-7,8,-4,11,-4,5,-7,-15,75,11,74047,56166,7711,6763,160,112,29,10,10,7,0,1,43,36,2,2,37,27,7,2,28,24,1,2,16,11,3,1,2,1,0,0,569,409,79,39,627,458,35,80,53,43,0,2,18,9,0,5,14,12,-2,2
Cam Fowler,D,ANA,2019-20,27,0,Standard (1-way),6500000,L,2,6,0,0,60,0.09000000000000002,0.050000000000000044,-0.04000000000000001,-0.030000000000000027,132,3,17,7,46,8,9,6,-5,102,7,78486,63526,2208,8621,117,76,1,31,9,7,0,2,25,23,1,0,21,20,0,0,32,28,0,3,4,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,58,49,4,2,20,12,0,5,-16,-12,0,-4
Sean Monahan,F,CGY,2019-20,24,-16,Standard (1-way),6375000,L,9,12,0,0,70,0.09000000000000008,0,0.52,-0.030000000000000027,130,14,21,7,-34,-12,-6,-8,0,149,22,75787,60072,123,11335,166,123,0,26,22,11,0,7,65,61,0,3,43,39,0,1,36,26,0,7,26,12,0,9,10,1,0,6,549,417,2,83,496,390,21,2,22,21,1,0,26,14,0,8,2,2,0,-2
Keith Yandle,D,FLA,2019-20,32,0,Standard (1-way),6350000,L,2,21,0,0,68,0.09999999999999998,-0.030000000000000027,-0.08,0.010000000000000009,167,36,4,13,-40,8,-12,1,-2,178,32,80514,62357,268,14363,127,77,0,36,5,2,0,1,18,18,0,0,24,19,0,4,63,53,0,8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,51,42,1,0,39,19,0,19,-12,-12,0,-2
Nathan MacKinnon,F,COL,2019-20,23,13,Standard (1-way),6300000,R,15,25,0,0,69,0.13999999999999996,0.020000000000000018,0.10999999999999999,0.12,290,50,23,15,67,23,-7,-1,0,194,30,87394,65173,242,15882,319,214,0,71,36,18,0,11,51,44,0,7,38,31,0,3,53,40,0,11,19,8,0,6,13,3,0,6,363,325,0,20,477,405,11,4,30,24,0,0,57,34,0,17,34,30,4,0
Alexander Radulov,F,DAL,2019-20,32,8,Standard (1-way),6250000,L,9,7,0,0,60,0.11999999999999994,0.020000000000000018,-0.06,-0.07000000000000006,157,27,27,11,38,9,8,-1,0,99,17,60146,49247,24,8864,132,92,0,34,15,8,0,6,48,48,0,0,27,25,0,0,44,33,0,9,24,19,0,3,5,2,0,2,4,3,0,1,10,6,0,0,42,40,0,0,18,11,0,3,-20,-18,0,-4
Ryan Ellis,D,NSH,2019-20,28,16,Standard (1-way),6250000,R,2,7,0,0,49,0.010000000000000009,0.030000000000000027,0.04000000000000001,-0.06000000000000005,89,10,20,6,82,20,18,9,-14,69,8,68994,52697,6734,5867,114,77,5,20,8,3,0,2,48,39,5,1,24,14,9,0,36,30,1,4,7,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,96,73,3,12,29,20,0,6,2,0,0,2
Ilya Kovalchuk,F,WSH,2019-20,36,-4,35+ (1-way),6250000,R,2,3,0,0,46,0.06999999999999995,0,-0.18,-0.07999999999999996,126,-1,16,1,50,-4,5,2,0,54,3,46837,38244,57,6375,115,79,0,23,10,6,0,2,52,46,0,4,11,10,0,1,25,20,0,4,12,7,0,3,3,2,0,1,9,9,0,0,16,10,0,0,23,18,0,0,15,10,0,1,4,2,0,-2
Mark Scheifele,F,WPG,2019-20,26,2,Standard (1-way),6125000,R,10,10,0,0,71,0.09000000000000002,-0.010000000000000009,-0.03,0.09999999999999998,136,33,7,12,-93,1,-23,-7,-4,205,32,92844,73273,997,13550,169,87,0,56,29,12,0,10,34,28,0,2,57,47,2,5,46,40,0,3,30,17,0,7,12,4,0,5,605,448,9,102,685,532,54,10,48,44,0,2,43,29,0,9,12,10,0,0
Brad Marchand,F,BOS,2019-20,31,25,Standard (1-way),6125000,L,8,25,1,2,70,0.12,0.07000000000000006,0.07,0.030000000000000027,278,63,14,21,128,29,1,3,-6,193,34,81647,56287,6471,14540,185,111,11,47,28,21,1,5,55,47,3,2,43,31,8,1,71,55,5,8,28,12,3,7,11,5,1,4,22,18,0,2,29,23,4,2,19,15,0,3,60,25,2,22,18,26,-11,9
Dylan Larkin,F,DET,2019-20,22,-21,Standard (1-way),6100000,L,5,9,0,0,71,0.13000000000000006,0.06,-0.04999999999999999,0.029999999999999916,62,-7,15,-10,-27,-2,13,-1,-7,110,12,90375,68864,3019,12596,223,160,4,36,19,12,0,3,52,47,1,1,43,34,1,3,81,61,4,10,21,6,2,9,7,2,0,3,711,472,60,118,648,454,73,59,45,37,1,7,32,22,0,8,16,22,2,-4
Brandon Saad,F,CHI,2019-20,26,2,Standard (1-way),6000000,L,1,0,2,1,58,0.010000000000000009,0.030000000000000027,0.04999999999999999,0.010000000000000009,-45,-8,-12,-7,-13,3,-10,-4,-7,35,4,58178,46352,5824,4092,140,111,13,7,21,15,2,2,36,28,5,1,40,26,11,1,25,17,5,3,27,13,4,2,5,0,1,2,22,17,0,5,35,26,4,2,19,18,0,0,12,12,0,0,4,8,-2,-2
Mats Zuccarello,F,MIN,2019-20,31,-9,Standard (1-way),6000000,L,3,5,0,0,65,0.040000000000000036,-0.040000000000000036,-0.06,-0.020000000000000018,54,4,-1,-2,-39,2,-6,-2,0,80,10,62222,51186,147,9062,96,77,0,15,15,12,0,2,13,12,0,1,33,29,0,0,17,13,0,4,8,7,0,0,3,2,0,0,9,6,0,1,5,2,0,0,37,35,0,0,22,17,0,4,22,20,2,0
Filip Forsberg,F,NSH,2019-20,24,-7,Standard (1-way),6000000,R,9,7,0,0,63,0.12,0.030000000000000027,0.05000000000000002,0.030000000000000027,178,10,13,16,11,0,4,4,-3,146,17,65443,50228,1568,9712,200,128,2,50,22,14,0,5,82,78,0,2,58,49,4,1,45,36,0,8,25,15,1,6,8,3,0,4,1,0,0,0,2,1,0,0,27,23,1,1,26,17,0,6,-6,2,-4,-2
Loui Eriksson,F,VAN,2019-20,33,-2,Standard (1-way),6000000,L,0,0,0,0,49,-0.03999999999999998,0.020000000000000018,0.01999999999999999,-0.26,-50,-9,-7,0,0,-5,-6,-1,-9,0,0,35608,30515,3978,104,59,54,2,1,6,4,0,0,10,9,1,0,17,12,5,0,8,6,2,0,5,2,0,0,2,0,0,0,2,1,1,0,0,0,0,0,14,12,0,1,8,4,0,0,-10,-10,0,0
Matt Dumba,D,MIN,2019-20,24,-7,Standard (1-way),6000000,R,1,7,0,1,69,0.030000000000000027,-0.010000000000000009,0.010000000000000009,0,67,-5,-10,-16,-12,-5,-8,-11,-9,118,15,93088,74671,4435,10294,167,116,0,37,6,4,0,1,98,78,6,10,20,13,3,3,35,27,2,2,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,88,69,2,10,18,10,1,6,-12,-18,7,-3
Erik Johnson,D,COL,2019-20,31,9,Standard (1-way),6000000,R,0,1,0,0,59,-0.10000000000000003,-0.010000000000000009,-0.06000000000000001,-0.13,-188,-14,-13,-5,-24,6,0,2,-17,9,0,74152,58675,10017,1140,99,85,7,2,3,2,0,0,97,76,15,0,32,28,3,0,27,24,3,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,114,72,0,22,13,13,0,0,-16,-18,0,2
Milan Lucic,F,CGY,2019-20,31,-6,Standard (1-way),6000000,L,6,5,0,0,68,0.06000000000000005,0,-0.07,0.040000000000000036,89,6,6,-1,4,2,-1,-2,0,73,8,54277,46964,46,5968,83,57,0,22,8,3,0,5,197,185,0,10,19,19,0,0,42,36,0,5,13,5,0,5,5,1,0,4,20,18,0,0,26,24,0,0,20,19,0,0,13,10,0,3,-8,-6,0,-11
David Backes,F,ANA,2019-20,35,-1,Standard (1-way),6000000,R,1,0,0,0,21,0.010000000000000009,0.010000000000000009,-0.12,-0.13,18,0,3,1,20,0,5,2,0,-1,0,11596,11085,120,382,33,32,0,1,1,0,0,1,33,33,0,0,5,5,0,0,6,5,0,1,2,2,0,0,0,0,0,0,23,23,0,0,35,32,1,0,7,6,0,0,5,5,0,0,-6,-10,0,2
Jake Guentzel,F,PIT,2019-20,24,11,Standard (1-way),6000000,L,6,4,0,0,39,0.12,0.040000000000000036,-0.03,0.020000000000000018,203,24,16,5,107,9,3,-1,0,82,12,48191,38748,595,6922,126,94,0,21,20,13,0,6,46,42,0,3,21,19,0,0,12,7,0,4,13,6,0,6,6,2,0,4,22,18,0,2,24,16,4,1,19,14,0,0,25,16,0,2,10,8,2,2
Ryan Nugent-Hopkins,F,EDM,2019-20,26,1,Standard (1-way),6000000,L,7,21,0,0,65,0.08000000000000002,0.010000000000000009,0.03,0.04999999999999993,97,44,49,31,-19,12,2,5,-7,172,38,79646,56642,6276,13699,172,118,6,42,22,15,0,7,33,32,0,0,54,43,7,2,39,26,2,9,21,9,0,10,7,2,0,5,205,180,15,4,200,168,2,25,43,33,0,5,39,20,0,11,-10,-6,-2,-4
Nikolaj Ehlers,F,WPG,2019-20,23,14,Standard (1-way),6000000,L,4,2,1,0,71,0.09999999999999998,0.08000000000000002,0.87,-0.040000000000000036,142,20,3,1,46,11,-15,-4,1,50,6,70455,61593,118,5288,202,161,1,22,25,18,1,3,36,34,0,1,33,29,0,0,39,34,0,3,19,5,0,6,7,3,0,2,0,0,0,0,2,2,0,0,28,28,0,0,33,28,0,2,32,34,0,-5
Kyle Turris,F,NSH,2019-20,29,-9,Standard (1-way),6000000,R,2,8,0,0,62,0.040000000000000036,0,-0.03,-0.030000000000000027,77,-1,1,4,-11,-9,-2,-4,-2,105,11,57359,44810,2415,8036,88,60,3,20,9,7,0,2,18,18,0,0,21,17,3,1,29,25,1,3,6,6,0,0,2,2,0,0,246,210,4,20,272,226,17,9,25,19,0,5,22,13,0,8,-6,-8,0,0
Kyle Okposo,F,BUF,2019-20,31,-3,Standard (1-way),6000000,R,1,0,0,0,52,0.040000000000000036,0.020000000000000018,0.1,-0.08999999999999997,11,-3,5,1,-3,1,6,3,0,9,1,40123,36984,293,2075,82,78,1,1,9,8,0,1,55,55,0,0,15,13,0,1,13,11,0,1,8,7,0,0,3,3,0,0,37,29,0,7,33,25,2,0,15,15,0,0,10,9,0,0,0,2,0,-2
Johnny Boychuk,D,NYI,2019-20,35,-11,Standard (1-way),6000000,R,1,0,0,0,64,-0.08000000000000002,0,-0.04000000000000001,0.030000000000000027,-203,-29,-13,-6,-97,-22,-3,-5,-9,2,2,66215,56598,7312,122,96,88,2,1,2,1,0,1,135,128,3,0,6,5,1,0,50,38,10,0,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,127,91,0,4,10,8,1,0,-8,-8,0,0
Alexander Edler,D,VAN,2019-20,33,13,Standard (1-way),6000000,L,1,6,0,0,59,-0.07,0,-0.04999999999999999,-0.040000000000000036,-143,-1,-5,-2,-13,6,-1,-3,-20,30,8,79345,61658,10076,3806,117,94,9,8,5,3,0,1,106,96,5,1,9,7,2,0,43,35,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163,112,2,30,28,19,0,5,-28,-28,-2,0
Tyler Myers,D,VAN,2019-20,29,-7,Standard (1-way),6000000,R,1,6,1,0,68,0,0.010000000000000009,0.08000000000000002,-0.050000000000000044,-29,-7,2,1,-1,-8,-1,-1,-8,49,9,86612,72132,6161,5134,132,107,5,14,6,4,1,1,99,83,11,2,42,34,5,1,41,33,2,4,5,3,1,1,3,1,1,1,0,0,0,0,0,0,0,0,108,91,3,8,15,9,0,4,-24,-16,-4,-2
Taylor Hall,F,ARI,2019-20,27,-14,Standard (1-way),6000000,L,5,14,0,0,65,0.09000000000000002,0,-0.16999999999999998,0.030000000000000027,116,12,21,6,-39,-6,9,-3,0,150,20,74799,57114,775,12832,232,153,0,61,16,9,0,3,49,38,1,5,41,35,1,2,52,34,0,14,23,15,0,2,6,2,0,1,20,13,0,5,31,19,3,0,28,25,0,0,36,21,0,13,12,8,0,-2
Jordan Staal,F,CAR,2019-20,30,3,Standard (1-way),6000000,L,2,1,0,0,68,-0.020000000000000018,0.030000000000000027,-0.06,-0.07999999999999996,33,-10,3,-9,79,0,18,-4,-17,50,4,71306,53852,8713,4231,124,102,7,9,8,6,0,2,149,136,5,1,30,25,4,0,40,29,3,3,14,11,0,1,2,1,0,1,701,474,108,47,583,404,19,78,36,25,0,7,19,15,0,1,-12,-6,-6,-4
Timo Meier,F,S.J,2019-20,22,-22,Standard (1-way),6000000,L,2,7,0,0,70,0.08000000000000007,0.040000000000000036,0.07999999999999999,0,144,-8,15,-1,49,-15,6,-4,-3,109,11,72668,58293,2862,8173,198,162,4,21,22,17,0,2,155,149,0,2,39,31,4,1,32,29,0,3,19,13,0,3,5,2,0,1,12,9,1,0,24,18,1,1,38,30,0,1,27,19,0,5,2,8,-2,-2
Brock Nelson,F,NYI,2019-20,27,6,Standard (1-way),6000000,L,5,4,0,1,68,0,-0.019999999999999962,-0.009999999999999995,-0.010000000000000009,-7,12,17,12,-48,1,16,8,-5,109,11,76794,58891,6040,7805,175,118,8,33,26,16,0,4,49,42,4,2,26,20,2,2,52,45,0,7,26,17,2,2,9,5,0,2,611,421,42,91,573,413,47,57,43,36,0,3,27,18,0,2,-8,-4,0,-2
Nate Schmidt,D,VGK,2019-20,27,11,Standard (1-way),5950000,L,1,8,0,0,59,-0.040000000000000036,-0.039999999999999925,0.03,-0.09999999999999998,36,6,3,1,49,4,2,-2,-12,35,9,76675,63625,5344,3609,112,84,3,10,7,4,0,1,25,23,1,0,33,27,3,1,39,35,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,72,2,8,24,15,0,6,-10,-12,0,2
Aleksander Barkov,F,FLA,2019-20,23,2,Standard (1-way),5900000,L,8,15,0,1,65,0.09999999999999998,0.020000000000000018,0.06,0.040000000000000036,170,33,12,11,39,7,4,1,-3,158,30,78134,56921,4335,12648,170,111,4,37,20,13,0,7,21,16,2,1,51,40,2,4,51,40,1,5,16,5,0,9,6,1,0,5,643,423,24,154,542,376,77,28,35,27,1,4,43,24,1,11,20,14,4,0
William Karlsson,F,VGK,2019-20,26,11,Standard (1-way),5900000,L,3,7,3,3,63,0.020000000000000018,0.010000000000000009,0.05000000000000002,-0.010000000000000009,128,7,6,1,78,7,18,4,-11,109,11,71299,53439,6559,7114,138,100,7,20,15,11,1,2,40,32,4,1,54,39,11,1,36,27,1,4,23,18,1,1,3,2,0,0,492,370,49,39,453,320,32,53,38,26,1,7,31,20,3,5,6,6,0,0
Jonathan Huberdeau,F,FLA,2019-20,26,5,Standard (1-way),5900000,L,5,25,0,0,68,0.13999999999999996,0.010000000000000009,-0.2,0.050000000000000044,233,43,22,17,20,9,1,1,0,181,33,76701,59065,136,13844,149,112,0,30,22,15,0,4,51,48,0,2,40,36,1,1,70,56,0,12,12,5,0,6,4,0,0,3,24,20,0,3,37,32,0,0,25,22,0,0,53,25,0,23,6,6,2,-2
Brock Boeser,F,VAN,2019-20,22,4,Standard (1-way),5875000,R,7,13,0,0,57,0.18,0.050000000000000044,0.4,0.040000000000000036,219,33,17,6,30,12,0,-2,0,158,23,62813,46350,55,12916,167,100,0,48,16,10,0,5,28,24,0,2,20,17,0,1,22,17,0,4,20,11,0,8,6,2,0,3,11,11,0,0,19,16,0,0,12,11,0,0,29,17,0,8,0,-4,0,0
Dustin Brown,F,L.A,2019-20,34,-1,Standard (1-way),5875000,R,1,4,0,0,66,0.030000000000000027,-0.040000000000000036,0,0.050000000000000044,95,4,12,9,-1,-1,2,3,-9,117,15,72769,58123,2583,9362,167,140,1,19,17,13,0,1,143,130,5,4,28,22,3,1,35,27,1,4,21,12,0,5,9,5,0,1,7,6,1,0,9,6,0,2,15,12,0,3,18,12,0,4,8,8,0,0
Cam Atkinson,F,CBJ,2019-20,30,2,Standard (1-way),5875000,R,3,6,0,0,44,0.010000000000000009,0,0.04000000000000001,-0.040000000000000036,80,3,-2,-8,37,5,4,-3,-8,65,5,46892,34745,3838,5617,148,106,5,23,12,6,0,2,18,13,4,1,26,22,2,0,21,16,0,4,9,6,0,0,2,0,0,0,27,23,1,2,30,26,1,2,21,18,0,1,14,9,0,3,10,6,2,2
Nick Schmaltz,F,ARI,2019-20,23,3,Standard (1-way),5850000,R,2,11,0,0,70,0.08000000000000007,0.020000000000000018,-0.23,0.04999999999999993,88,22,4,6,11,8,2,2,0,80,17,65110,53268,54,8986,95,79,0,14,11,9,0,1,12,12,0,0,52,47,0,1,27,23,0,3,12,9,0,2,4,2,0,1,159,140,0,16,215,179,1,0,36,34,0,0,34,22,0,11,4,4,0,-2
Adam Henrique,F,ANA,2019-20,29,-2,Standard (1-way),5825000,L,5,4,0,0,71,0.10000000000000003,0.050000000000000044,0.03,0,125,9,12,0,26,2,-2,-4,-3,97,10,71283,55793,2209,9305,169,121,4,27,26,19,0,4,74,65,1,6,26,21,3,2,31,25,1,3,17,6,1,6,5,2,0,3,502,379,18,82,408,326,28,20,32,28,0,0,16,12,0,3,0,0,-2,0
Esa Lindell,D,DAL,2019-20,25,5,Standard (1-way),5800000,L,1,6,0,3,69,-0.12000000000000005,-0.040000000000000036,0.03,-0.030000000000000027,-275,-15,-1,-10,-82,-6,9,-5,-25,52,12,96946,72649,14838,4478,98,70,11,9,3,1,0,1,89,81,4,4,31,16,10,1,62,45,11,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,127,78,0,32,20,9,2,6,4,6,0,0
Dougie Hamilton,D,CAR,2019-20,26,30,Standard (1-way),5750000,R,2,10,0,1,47,0.08999999999999997,0.04999999999999993,0.03999999999999998,0.06000000000000005,250,36,30,23,127,15,8,6,-11,147,20,65601,46825,5948,8146,170,113,3,36,14,9,0,1,52,47,1,1,22,15,4,3,40,28,4,7,7,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,63,46,2,10,26,10,1,11,-22,-16,-2,-2
James Neal,F,EDM,2019-20,31,-20,Standard (1-way),5750000,L,13,5,0,0,55,0.13999999999999996,0.03999999999999998,-0.08,-0.010000000000000009,97,9,22,3,-29,-8,-7,-6,0,107,21,53244,42599,23,8658,111,70,0,30,19,5,0,11,87,85,0,2,24,22,0,0,29,23,0,6,22,2,0,15,11,1,0,8,11,11,0,0,20,19,0,0,17,16,0,0,12,6,0,5,2,6,0,-4
Mikael Granlund,F,NSH,2019-20,27,-4,Standard (1-way),5750000,L,4,2,1,0,63,0.07000000000000006,0.020000000000000018,0.009999999999999995,-0.010000000000000009,130,6,15,8,30,-3,5,1,-5,123,14,67161,52737,2827,8763,129,93,2,25,16,8,1,4,42,36,1,3,24,19,3,0,34,23,2,8,17,6,0,5,8,3,0,4,73,34,4,31,77,43,21,4,55,44,0,6,12,10,0,2,2,-2,0,2
Alexander Steen,F,STL,2019-20,35,7,Standard (1-way),5750000,L,0,1,0,0,55,-0.11000000000000004,-0.010000000000000009,-0.04999999999999999,0.07000000000000006,-81,-11,-9,-8,19,6,8,1,-18,7,2,45399,35771,7179,761,69,59,6,2,6,5,0,0,26,24,1,0,16,12,4,0,13,11,1,0,8,8,0,0,1,1,0,0,8,7,1,0,7,2,0,2,45,29,0,2,10,8,0,1,8,6,0,0
Matt Niskanen,D,PHI,2019-20,32,15,Standard (1-way),5750000,R,4,9,1,0,68,-0.010000000000000009,0.020000000000000018,-0.04000000000000001,-0.040000000000000036,92,15,20,10,99,12,18,7,-13,76,14,88841,67560,9936,7956,126,96,0,26,8,2,0,4,124,105,12,2,14,13,1,0,56,41,8,6,4,1,0,2,4,1,0,2,0,0,0,0,0,0,0,0,83,62,3,13,24,15,0,8,-10,-10,-2,0
Travis Zajac,F,N.J,2019-20,34,-12,Standard (1-way),5750000,R,1,0,1,2,69,-0.03999999999999998,0.009999999999999953,0.03,0.040000000000000036,-97,-28,-22,-9,-13,-14,-6,-2,-15,33,1,70852,54748,10876,2313,73,60,7,5,9,6,1,1,58,52,4,2,36,24,9,0,17,16,1,0,13,8,3,1,5,2,1,1,578,456,86,17,514,380,14,33,39,27,1,2,15,12,2,0,-18,-14,-2,0
T.J. Oshie,F,WSH,2019-20,32,4,Standard (1-way),5750000,R,12,2,0,0,69,0.08999999999999997,-0.040000000000000036,0.12000000000000002,0.09999999999999998,199,35,23,21,-23,3,-20,1,0,162,20,75430,56185,512,13670,134,77,1,42,26,13,0,9,91,77,0,9,42,35,0,3,45,38,0,6,28,9,0,10,11,3,0,5,120,22,3,72,119,20,30,2,57,49,0,1,23,14,0,2,22,18,0,-2
Marc Staal,D,NYR,2019-20,32,5,Standard (1-way),5700000,L,0,0,1,0,52,-0.14,-0.06,-0.020000000000000004,0.15000000000000002,-221,-13,-18,0,-87,1,-7,3,-16,1,0,55136,45293,8052,175,46,40,6,0,2,2,0,0,69,66,3,0,19,14,4,0,34,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,60,0,2,9,7,0,0,-6,-10,0,2
Tomas Hertl,F,S.J,2019-20,25,-18,Standard (1-way),5625000,L,2,5,2,0,48,0.09000000000000008,0.040000000000000036,0.03,0.010000000000000009,82,-9,22,-1,16,-9,19,2,-1,98,9,52955,38965,3983,6771,117,83,6,16,16,10,2,2,29,28,1,0,25,16,4,0,18,16,2,0,24,17,0,3,5,4,0,0,431,293,29,68,357,238,52,24,25,17,0,6,20,12,0,5,4,4,-2,0
Gabriel Landeskog,F,COL,2019-20,26,-2,Standard (1-way),5571429,L,6,15,0,0,54,0.10999999999999999,0.010000000000000009,-0.15,0.10999999999999999,149,26,22,12,22,5,3,1,0,140,25,64776,48833,170,11455,144,99,0,34,20,11,0,5,86,83,0,3,39,34,0,1,25,19,0,5,21,8,0,6,8,2,0,2,272,212,1,40,213,168,5,0,35,34,0,0,24,12,0,10,-14,-6,0,-4
Duncan Keith,D,CHI,2019-20,35,1,Standard (1-way),5538462,L,2,11,0,0,61,-0.020000000000000018,0,-0.04000000000000001,-0.030000000000000027,-122,3,-17,-3,-73,-2,-7,-1,-12,73,12,89022,68386,9356,7516,111,77,4,19,3,0,0,2,26,22,3,1,42,33,3,1,74,55,16,3,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,116,87,1,19,24,12,0,7,-16,-12,-2,-2
Mikko Koivu,F,MIN,2019-20,36,2,35+ (1-way),5500000,L,1,6,0,1,55,-0.010000000000000009,0.010000000000000009,-0.04000000000000001,-0.030000000000000027,-31,0,6,-3,10,5,13,3,-12,56,13,51344,38613,5102,5307,74,56,1,14,4,3,0,1,25,23,1,0,29,25,3,0,13,9,1,3,10,8,0,1,3,2,0,1,431,313,44,48,379,270,36,36,33,28,0,1,17,7,1,6,-16,-12,0,-4
