player,team,position,season,games_played,cap_hit,projected_cap_hit,projected_percent_cap_hit
Mika Zibanejad,NYR,F,2019-20,57,5350000,6349264.73,0.0779050886631012
Kyle Connor,WPG,F,2020-21,56,7142857,6348949.58,0.07790122181177139
Zdeno Chara,BOS,D,2013-14,77,6916667,6346884.88,0.09870738536119461
Bo Horvat,VAN,F,2021-22,70,5500000,6341701.77,0.07781229168176651
Matthew Tkachuk,CGY,F,2019-20,69,7000000,6340691.96,0.07779990136623383
Jonathan Toews,CHI,F,2011-12,59,6300000,6339641.31,0.09859473258256912
Taylor Hall,N.J,F,2018-19,33,6000000,6338044.29,0.07972382754087448
Miro Heiskanen,DAL,D,2021-22,70,8450000,6333355.5,0.07770988345146179
Ryan Getzlaf,ANA,F,2015-16,78,8250000,6333347.32,0.08870234340429306
Sean Monahan,CGY,F,2018-19,78,6375000,6330483.9,0.07962872833013535
Ryan Nugent-Hopkins,EDM,F,2020-21,52,6000000,6328712.68,0.07765291631221771
Ryan Suter,MIN,D,2020-21,56,7538462,6326850.33,0.07763006538152695
Mikko Rantanen,COL,F,2019-20,42,9250000,6326052.44,0.07762027531862259
Brad Marchand,BOS,F,2017-18,68,6125000,6323908.46,0.08431877940893173
Shea Weber,MTL,D,2018-19,58,7857143,6318861.97,0.0794825404882431
Torey Krug,STL,D,2020-21,51,6500000,6312540.53,0.07745448499917984
Nicklas Backstrom,WSH,F,2014-15,82,6700000,6310179.43,0.09145187586545944
Johnny Gaudreau,CGY,F,2019-20,70,6750000,6309510.49,0.07741730660200119
J.T. Miller,VAN,F,2020-21,53,5250000,6307333.6,0.07739059627056122
Johnny Gaudreau,CGY,F,2020-21,56,6750000,6302354.98,0.07732950896024704
Jeff Carter,L.A,F,2018-19,76,5272727,6295789.88,0.07919232547283173
Blake Wheeler,WPG,F,2020-21,50,8250000,6292649.75,0.0772104263305664
Johnny Gaudreau,CGY,F,2017-18,80,6750000,6292214.8,0.0838961973786354
Jared Spurgeon,MIN,D,2020-21,54,7575000,6291468.7,0.07719593495130539
Ryan O'Reilly,BUF,F,2016-17,74,7500000,6288653.43,0.08614593744277954
Ryan Nugent-Hopkins,EDM,F,2019-20,65,6000000,6286293.95,0.0771324411034584
Joe Thornton,S.J,F,2010-11,80,7200000,6285203.49,0.10581150650978088
Keith Yandle,FLA,D,2020-21,56,6350000,6283145.5,0.07709380984306335
Corey Perry,ANA,F,2017-18,71,8625000,6282419.15,0.08376558870077133
Mikko Koivu,MIN,F,2016-17,80,6750000,6281826.5,0.08605241775512695
Bo Horvat,VAN,F,2020-21,56,5500000,6276994.95,0.07701834291219711
Paul Stastny,VGK,F,2018-19,50,6500000,6276327.98,0.0789475217461586
Duncan Keith,CHI,D,2020-21,54,5538462,6271817.16,0.07695481181144714
Steven Stamkos,T.B,F,2015-16,77,7500000,6268725.55,0.08779727667570114
Joe Pavelski,DAL,F,2019-20,67,7000000,6263156.96,0.07684855163097382
Paul Stastny,STL,F,2016-17,66,7000000,6259855.96,0.08575145155191422
Taylor Hall,ARI,F,2019-20,65,6000000,6258753.38,0.07679452002048492
Taylor Hall,ARI,F,2019-20,65,6000000,6258753.38,0.07679452002048492
Aaron Ekblad,FLA,D,2018-19,82,7500000,6254160.36,0.07866868376731873
Jordan Staal,CAR,F,2020-21,53,6000000,6248966.78,0.0766744390130043
Mikko Koivu,MIN,F,2018-19,48,5500000,6247162.68,0.07858066260814667
Dustin Brown,L.A,F,2020-21,49,5875000,6246752.85,0.07664727419614792
William Nylander,TOR,F,2019-20,68,6962366,6246597.4,0.0766453668475151
Shea Weber,NSH,D,2012-13,48,7857143,6243837.92,0.1040639653801918
John Tavares,NYI,F,2014-15,82,5500000,6243606.31,0.0904870480298996
Corey Perry,ANA,F,2016-17,82,8625000,6233397.23,0.08538900315761566
Mark Giordano,CGY,D,2017-18,82,6750000,6226973.42,0.08302631229162216
Alex Pietrangelo,STL,D,2017-18,78,6500000,6226745.99,0.08302327990531921
Sean Monahan,CGY,F,2017-18,74,6375000,6226662.17,0.08302216231822968
Travis Zajac,N.J,F,2018-19,80,5750000,6218135.98,0.07821554690599442
Phil Kessel,ARI,F,2020-21,56,8000000,6215932.67,0.07626911252737045
Mark Giordano,TOR,D,2021-22,75,6750000,6215871.34,0.07626836001873016
Erik Karlsson,OTT,D,2013-14,82,6500000,6215787.69,0.0966685488820076
David Krejci,BOS,F,2019-20,61,7250000,6210958.31,0.07620807737112045
Cam Fowler,ANA,D,2021-22,76,6500000,6207719.99,0.07616834342479706
Eric Staal,MIN,F,2018-19,81,3500000,6206238.62,0.0780658945441246
Alexander Radulov,DAL,F,2019-20,60,6250000,6198685.74,0.07605749368667603
Dougie Hamilton,CAR,D,2020-21,55,5750000,6198342.05,0.07605327665805817
Duncan Keith,CHI,D,2019-20,61,5538462,6197247.83,0.07603985071182251
Logan Couture,SJS,F,2021-22,77,8000000,6187498.27,0.0759202241897583
Kevin Hayes,PHI,F,2021-22,48,7142857,6186446.56,0.07590731978416443
Oliver Ekman-Larsson,ARI,D,2020-21,46,8250000,6185283.12,0.07589304447174072
Paul Stastny,STL,F,2015-16,64,7000000,6185273.06,0.08662847429513931
Brent Burns,S.J,D,2014-15,82,5760000,6185185.12,0.08964036405086517
Duncan Keith,CHI,D,2014-15,80,5538462,6180946.96,0.08957894146442413
Paul Stastny,VGK,F,2019-20,71,6500000,6178163.44,0.07580568641424179
Filip Forsberg,NSH,F,2021-22,69,6000000,6177505.82,0.07579761743545532
Jeff Carter,L.A,F,2017-18,27,5272727,6175809.73,0.08234412968158722
P.K. Subban,NSH,D,2016-17,66,9000000,6169489.88,0.08451355993747711
Tyler Seguin,DAL,F,2017-18,81,5750000,6168471.65,0.08224628865718842
Alex Pietrangelo,STL,D,2018-19,71,6500000,6166755.08,0.07756924629211426
Mark Scheifele,WPG,F,2018-19,82,6125000,6163043.6,0.07752256095409393
Ryan Suter,MIN,D,2012-13,48,7538462,6156226.25,0.10260377079248428
T.J. Oshie,WSH,F,2019-20,69,5750000,6154352.43,0.07551352679729462
Ilya Kovalchuk,L.A,F,2018-19,64,6250000,6147852.93,0.07733148336410522
Jakub Voracek,PHI,F,2016-17,82,8250000,6145019.61,0.08417835086584091
Timo Meier,SJS,F,2021-22,77,6000000,6143111.53,0.07537560164928436
Chris Kreider,NYR,F,2021-22,81,6500000,6140713.61,0.07534617930650711
Phil Kessel,PIT,F,2016-17,82,8000000,6122641.16,0.08387179672718048
Ryan Kesler,ANA,F,2014-15,81,5000000,6119822.68,0.08869308233261108
Mike Hoffman,FLA,F,2019-20,68,5187500,6118282.82,0.07507095485925674
Blake Wheeler,WPG,F,2017-18,81,5600000,6117754.43,0.08157005906105042
Ryan Getzlaf,ANA,F,2020-21,48,8250000,6115932.26,0.07504211366176605
Matt Duchene,NSH,F,2019-20,66,8000000,6113668.54,0.07501433789730072
Paul Stastny,WPG,F,2020-21,56,6500000,6109458.06,0.07496267557144165
Alexander Edler,VAN,D,2018-19,56,5000000,6104030.05,0.07678025215864182
Brayden Point,T.B,F,2020-21,56,6750000,6098481.3,0.07482799142599106
Corey Perry,ANA,F,2014-15,67,8625000,6092335.31,0.08829471468925476
Mark Giordano,CGY,D,2019-20,60,6750000,6092201.41,0.07475093752145767
Mark Stone,VGK,F,2018-19,77,7350000,6091810.46,0.07662654668092728
Logan Couture,S.J,F,2018-19,81,6000000,6089740.89,0.07660051435232162
Jonathan Toews,CHI,F,2013-14,76,6300000,6089655.61,0.0947069302201271
Morgan Rielly,TOR,D,2021-22,82,5000000,6088160.34,0.07470135390758514
Patrik Laine,CBJ,F,2021-22,56,7500000,6083019.6,0.07463827729225159
Taylor Hall,N.J,F,2017-18,76,6000000,6082634.26,0.08110179007053375
Sean Couturier,PHI,F,2020-21,45,4333333,6081542.83,0.07462015748023987
Cam Atkinson,PHI,F,2021-22,73,5875000,6080543.35,0.07460789382457733
Leon Draisaitl,EDM,F,2017-18,78,8500000,6078974.72,0.0810529962182045
Bo Horvat,VAN,F,2018-19,82,5500000,6077256.54,0.07644347846508026
Rasmus Ristolainen,BUF,D,2017-18,73,5400000,6072013.83,0.08096018433570862
Taylor Hall,BOS,F,2020-21,53,8000000,6064523,0.07441132515668869
Tomas Hertl,SJS,F,2021-22,82,5625000,6058288.04,0.07433482259511948
Joe Thornton,S.J,F,2012-13,48,7000000,6057370.75,0.10095617920160294
Cam Atkinson,CBJ,F,2018-19,80,5875000,6055870.78,0.07617447525262833
Brayden Schenn,STL,F,2021-22,62,6500000,6051638.96,0.07425323873758316
Oliver Ekman-Larsson,VAN,D,2021-22,79,8250000,6050816.78,0.07424315065145493
Jeff Carter,PIT,F,2021-22,76,5272727,6046077.41,0.07418499886989594
Ilya Kovalchuk,WSH,F,2019-20,46,6250000,6045671.18,0.07418001443147659
Jake Guentzel,PIT,F,2019-20,39,6000000,6044365.65,0.0741639956831932
Jake Guentzel,PIT,F,2019-20,39,6000000,6044365.65,0.0741639956831932
Elias Lindholm,CGY,F,2021-22,82,4850000,6044259.99,0.07416269928216934
Nikita Kucherov,T.B,F,2016-17,74,4766667,6041326.53,0.08275789767503738
Paul Stastny,WPG,F,2017-18,82,7000000,6038198.99,0.08050931990146637
Duncan Keith,CHI,D,2017-18,82,5538462,6035392.17,0.08047189563512802
Zdeno Chara,BOS,D,2010-11,81,7500000,6033535.21,0.10157466679811478
Jeff Petry,MTL,D,2018-19,82,5500000,6032629.88,0.07588213682174683
Ivan Provorov,PHI,D,2019-20,69,6750000,6032572.78,0.07401929795742035
Ryan Johansen,NSH,F,2017-18,79,8000000,6031349.86,0.08041799813508987
Mikael Granlund,NSH,F,2021-22,80,5000000,6029488.7,0.07398145645856857
Mattias Ekholm,NSH,D,2021-22,76,3750000,6027196.44,0.07395333051681519
Brayden Point,T.B,F,2019-20,66,6750000,6026982.09,0.07395070046186447
Johnny Gaudreau,CGY,F,2016-17,72,6750000,6026399.95,0.0825534239411354
Brayden Schenn,STL,F,2019-20,71,5125000,6024403.82,0.07391906529664993
Tyler Seguin,DAL,F,2014-15,71,5750000,6023100.75,0.08729131519794464
Mike Hoffman,FLA,F,2018-19,82,5187500,6021904.13,0.07574722170829773
P.K. Subban,NJD,D,2021-22,77,9000000,6020243.13,0.07386801391839981
David Pastrnak,BOS,F,2020-21,48,6666667,6016808.08,0.07382586598396301
T.J. Oshie,WSH,F,2020-21,53,5750000,6015207.44,0.07380622625350952
Nathan MacKinnon,COL,F,2017-18,73,6300000,6012397.82,0.0801653042435646
Justin Faulk,STL,D,2021-22,76,6500000,6010814.79,0.07375232875347137
Vladimir Tarasenko,STL,F,2020-21,24,7500000,6005138.48,0.07368268072605133
Elias Pettersson,VAN,F,2021-22,80,7350000,5987357.19,0.07346450537443161
Adam Henrique,ANA,F,2019-20,71,5825000,5975998.49,0.07332513481378555
David Krejci,BOS,F,2017-18,64,7250000,5972603.34,0.07963471114635468
Nico Hischier,NJD,F,2021-22,70,7250000,5963002.11,0.07316567003726959
Justin Faulk,STL,D,2020-21,56,6500000,5957413.23,0.0730970948934555
John Carlson,WSH,D,2017-18,82,3966667,5956826.92,0.07942435890436172
Torey Krug,BOS,D,2018-19,64,5250000,5955252,0.07490883022546768
Duncan Keith,CHI,D,2015-16,67,5538462,5955208.18,0.08340627700090408
Taylor Hall,EDM,F,2013-14,75,6000000,5954315.28,0.09260210394859314
Zdeno Chara,BOS,D,2015-16,80,6916667,5953528.74,0.0833827555179596
Ryan Nugent-Hopkins,EDM,F,2018-19,82,6000000,5953092.4,0.0748816654086113
Evgeny Kuznetsov,WSH,F,2017-18,79,7800000,5951742.46,0.07935656607151031
Ryan Johansen,NSH,F,2018-19,80,8000000,5945270.21,0.07478327304124832
Patrice Bergeron,BOS,F,2014-15,81,6875000,5936385.07,0.08603456616401672
Joe Thornton,S.J,F,2016-17,78,6750000,5932362.04,0.08126523345708847
J.T. Miller,VAN,F,2019-20,69,5250000,5928275.67,0.07273957878351212
Joe Pavelski,S.J,F,2014-15,82,6000000,5924884.87,0.08586789667606354
Mikko Koivu,MIN,F,2017-18,82,6750000,5918105.88,0.07890807837247849
Vladimir Tarasenko,STL,F,2015-16,80,7500000,5917097.74,0.08287251740694046
Oliver Ekman-Larsson,ARI,D,2018-19,81,5500000,5915836.58,0.07441303879022598
Zach Parise,MIN,F,2012-13,48,7538462,5910002.14,0.09850003570318222
Jared Spurgeon,MIN,D,2019-20,62,5187500,5908350.28,0.07249509543180466
Pierre-Luc Dubois,WPG,F,2021-22,81,5000000,5906894.77,0.07247723639011383
Mats Zuccarello,MIN,F,2020-21,42,6000000,5906240.79,0.07246921211481094
Nicklas Backstrom,WSH,F,2015-16,75,6700000,5904796.97,0.08270023763179779
Matt Niskanen,PHI,D,2019-20,68,5750000,5902544.02,0.07242385298013687
Torey Krug,STL,D,2021-22,64,6500000,5896445.08,0.07234901934862137
Jared Spurgeon,MIN,D,2018-19,82,5187500,5895385.51,0.074155792593956
Evgeni Malkin,PIT,F,2012-13,31,8700000,5894163.7,0.09823606163263321
Seth Jones,CHI,D,2021-22,63,5400000,5893395,0.07231159508228302
Phil Kessel,TOR,F,2013-14,82,5400000,5892692.21,0.09164373576641083
Erik Karlsson,OTT,D,2016-17,77,6500000,5888918.64,0.08067011833190918
Ondrej Palat,T.B,F,2020-21,55,5300000,5887777.59,0.07224266976118088
Mats Zuccarello,DAL,F,2018-19,48,4500000,5882792.17,0.0739973857998848
Jason Spezza,DAL,F,2018-19,76,7500000,5882737.68,0.07399670034646988
Patrick Marleau,S.J,F,2016-17,81,6666667,5882532.25,0.0805826336145401
Brock Boeser,VAN,F,2019-20,57,5875000,5880467.84,0.07215297967195511
Duncan Keith,CHI,D,2013-14,79,5538462,5880384.36,0.09145232290029526
Sean Couturier,PHI,F,2018-19,80,4333333,5873340.5,0.07387849688529968
Jordan Staal,CAR,F,2017-18,79,6000000,5871932.21,0.07829242944717407
John Tavares,NYI,F,2015-16,78,5500000,5871429.06,0.08223289996385574
Zach Parise,MIN,F,2013-14,67,7538462,5865696.96,0.09122390300035477
Nikolaj Ehlers,WPG,F,2021-22,62,6000000,5862668.94,0.07193458825349808
Tyler Seguin,DAL,F,2015-16,72,5750000,5860128.92,0.08207463473081589
Bryan Rust,PIT,F,2021-22,60,3500000,5855659.78,0.07184858620166779
Jeff Skinner,BUF,F,2018-19,82,5725000,5849720.51,0.07358139008283615
Kyle Okposo,BUF,F,2016-17,65,6000000,5849413.56,0.08012895286083221
Roman Josi,NSH,D,2018-19,82,4000000,5845391.83,0.07352694123983383
P.K. Subban,N.J,D,2019-20,68,9000000,5844086.73,0.07170658558607101
Keith Yandle,NYR,D,2014-15,84,5250000,5841186.38,0.08465487509965897
James van Riemsdyk,PHI,F,2020-21,56,7000000,5836097.5,0.07160855829715729
Dion Phaneuf,OTT,D,2016-17,81,7000000,5834061.11,0.07991864532232285
Keith Yandle,FLA,D,2016-17,81,6350000,5833724.44,0.07991403341293335
Jonathan Marchessault,VGK,F,2020-21,55,5000000,5827648,0.07150488346815109
William Karlsson,VGK,F,2020-21,56,5900000,5824493.48,0.07146617770195007
Rick Nash,BOS,F,2017-18,71,7800000,5823320.52,0.07764427363872528
Dustin Brown,L.A,F,2017-18,81,5875000,5814958.74,0.07753278315067291
Derek Stepan,ARI,F,2017-18,82,6500000,5813575.16,0.07751433551311493
Travis Zajac,N.J,F,2016-17,80,5750000,5812608.91,0.07962477952241898
John Tavares,NYI,F,2017-18,82,5500000,5810059.23,0.07746745645999908
Zdeno Chara,BOS,D,2012-13,48,6916667,5808409.45,0.09680682420730591
John Tavares,NYI,F,2016-17,77,5500000,5807885.74,0.07956007868051529
Jason Spezza,OTT,F,2010-11,62,7000000,5803234.38,0.09769754856824875
Ryan Ellis,NSH,D,2019-20,49,6250000,5801859.88,0.07118846476078033
Patrick Kane,CHI,F,2011-12,82,6300000,5801752.3,0.09022942930459976
Adam Henrique,ANA,F,2021-22,58,5825000,5799115.84,0.07115479558706284
Evgeny Kuznetsov,WSH,F,2020-21,41,7800000,5799001.68,0.07115339487791061
Cam Fowler,ANA,D,2019-20,60,6500000,5793762.57,0.07108911126852036
Brock Nelson,NYI,F,2019-20,68,6000000,5790513.32,0.07104924321174622
Nico Hischier,N.J,F,2020-21,21,7250000,5790467.78,0.07104868441820145
Jonathan Toews,CHI,F,2012-13,47,6300000,5790432.39,0.09650720655918121
Jake Guentzel,PIT,F,2020-21,56,6000000,5789784.05,0.07104029506444931
Jeff Petry,MTL,D,2021-22,68,6250000,5787850.65,0.0710165724158287
Mika Zibanejad,NYR,F,2020-21,56,5350000,5786146.79,0.07099566608667374
James van Riemsdyk,PHI,F,2018-19,66,7000000,5780449.74,0.0727100595831871
Patrick Kane,CHI,F,2013-14,69,6300000,5772022.03,0.08976706117391586
Filip Forsberg,NSH,F,2018-19,64,6000000,5771307.85,0.07259506732225418
Jonathan Marchessault,VGK,F,2018-19,82,5000000,5770228.64,0.07258149236440659
Sean Monahan,CGY,F,2019-20,70,6375000,5768785.69,0.07078264653682709
Kevin Hayes,PHI,F,2020-21,55,7142857,5767870,0.07077141106128693
Shea Weber,NSH,D,2011-12,78,7500000,5762477,0.08961861580610275
Alexander Steen,STL,F,2017-18,76,5750000,5760694.85,0.07680926471948624
Jordan Staal,CAR,F,2018-19,50,6000000,5760560.18,0.072459876537323
Alexander Steen,STL,F,2016-17,76,5800000,5752352.16,0.07879934459924698
Phil Kessel,TOR,F,2011-12,82,5400000,5749012.19,0.08940920978784561
Jeff Carter,L.A,F,2016-17,82,5272727,5746568.95,0.07872012257575989
Artemi Panarin,CBJ,F,2018-19,79,6000000,5744828.13,0.0722619891166687
Jeff Petry,MTL,D,2017-18,82,5500000,5744682.07,0.07659576088190079
Mark Scheifele,WPG,F,2017-18,60,6125000,5742862.63,0.0765715017914772
Ivan Provorov,PHI,D,2020-21,56,6750000,5742824.51,0.0704641044139862
Dylan Larkin,DET,F,2021-22,71,6100000,5733159.35,0.07034551352262497
Taylor Hall,BOS,F,2021-22,81,6000000,5729662.97,0.07030261307954788
Nazem Kadri,COL,F,2019-20,51,4500000,5721531.65,0.07020284235477448
Mike Hoffman,OTT,F,2017-18,82,5187500,5710706.86,0.07614275813102722
Alex Pietrangelo,STL,D,2015-16,73,6500000,5706431.2,0.07992200553417206
Jonathan Huberdeau,FLA,F,2019-20,68,5900000,5705865.92,0.07001062482595444
Brent Seabrook,CHI,D,2015-16,81,5800000,5704452.26,0.0798942893743515
Kyle Okposo,BUF,F,2017-18,76,6000000,5704198.03,0.07605597376823425
Andrei Markov,MTL,D,2016-17,62,5750000,5701302.96,0.0781000405550003
Keith Yandle,ARI,D,2013-14,82,5250000,5700878.35,0.08866062760353088
T.J. Oshie,WSH,F,2018-19,69,5750000,5697873.06,0.07167135924100876
Cam Atkinson,CBJ,F,2020-21,56,5875000,5696992.58,0.06990174949169159
Jared Spurgeon,MIN,D,2017-18,61,5187500,5695516.06,0.07594021409749985
Evander Kane,EDM,F,2021-22,43,7000000,5689705.92,0.0698123425245285
Evander Kane,EDM,F,2021-22,43,2108696,5689705.92,0.0698123425245285
Jacob Trouba,NYR,D,2021-22,81,8000000,5675949.9,0.06964355707168579
Ryan McDonagh,TBL,D,2021-22,71,6750000,5675799.31,0.06964170932769775
Jaden Schwartz,STL,F,2019-20,71,5350000,5664879.63,0.06950772553682327
Mike Green,DET,D,2016-17,72,6000000,5659241.59,0.0775238573551178
Ryan Ellis,NSH,D,2020-21,35,6250000,5659004.76,0.06943564116954803
Brock Boeser,VAN,F,2020-21,56,5875000,5658304.63,0.06942705065011978
Blake Wheeler,WPG,F,2015-16,82,5600000,5657884.01,0.07924207299947739
Dylan Larkin,DET,F,2020-21,44,6100000,5653834.26,0.06937219947576523
Eric Staal,MIN,F,2017-18,82,3500000,5652930.4,0.07537240535020828
Daniel Sedin,VAN,F,2016-17,82,7000000,5652050.79,0.07742535322904587
Jonathan Huberdeau,FLA,F,2018-19,82,5900000,5651915.45,0.07109327614307404
Taylor Hall,EDM,F,2015-16,82,6000000,5649742.19,0.07912804186344147
Anze Kopitar,L.A,F,2014-15,79,6800000,5647817.57,0.08185242861509323
T.J. Oshie,WSH,F,2021-22,44,5750000,5647452.96,0.06929390132427216
Ryan Suter,DAL,D,2021-22,82,3650000,5646801.41,0.06928590685129166
Filip Forsberg,NSH,F,2020-21,39,6000000,5645138.23,0.06926549971103668
Duncan Keith,CHI,D,2011-12,74,5538462,5642998.75,0.08776047825813293
Matt Duchene,NSH,F,2020-21,34,8000000,5640679.39,0.06921079009771347
David Perron,STL,F,2021-22,67,4000000,5636417.91,0.06915850192308426
Derek Stepan,ARI,F,2018-19,72,6500000,5634404.66,0.07087301462888718
Gustav Nyquist,S.J,F,2018-19,81,4750000,5633249.64,0.07085848599672318
Anze Kopitar,L.A,F,2011-12,82,6800000,5631867.03,0.08758735656738281
Anders Lee,NYI,F,2019-20,68,7000000,5630996.02,0.06909197568893433
Brock Nelson,NYI,F,2021-22,72,6000000,5628802.73,0.06906506419181824
Tomas Hertl,S.J,F,2020-21,50,5625000,5625636.67,0.06902621686458588
Rasmus Ristolainen,BUF,D,2018-19,78,5400000,5621420.98,0.0707096979022026
Vladimir Tarasenko,STL,F,2016-17,82,7500000,5620527.33,0.07699352502822876
Blake Wheeler,WPG,F,2016-17,82,5600000,5616834.3,0.07694293558597565
Aaron Ekblad,FLA,D,2017-18,81,7500000,5614331.74,0.07485775649547577
James van Riemsdyk,PHI,F,2021-22,82,7000000,5611580.69,0.06885375082492828
Cam Fowler,ANA,D,2020-21,56,6500000,5607341.67,0.06880173832178116
Ryan McDonagh,T.B,D,2020-21,50,6750000,5607068.42,0.06879838556051254
Reilly Smith,VGK,F,2018-19,74,5000000,5602019.5,0.07046565413475037
Tyson Barrie,EDM,D,2020-21,56,3750000,5600053.18,0.06871230900287628
Devon Toews,COL,D,2021-22,66,4100000,5596560.44,0.06866945326328278
Alex Pietrangelo,STL,D,2016-17,80,6500000,5592265.05,0.0766063705086708
Mark Giordano,CGY,D,2016-17,81,6750000,5584677.75,0.07650243490934372
Derick Brassard,PIT,F,2017-18,72,5000000,5582061.97,0.07442749291658401
Roman Josi,NSH,D,2017-18,75,4000000,5580932.09,0.07441242784261703
John Klingberg,DAL,D,2021-22,74,4250000,5577121.43,0.06843093782663345
Nazem Kadri,COL,F,2020-21,56,4500000,5575595.48,0.06841221451759338
Rick Nash,NYR,F,2016-17,66,7800000,5574644.02,0.07636498659849167
Bobby Ryan,OTT,F,2019-20,24,7250000,5573691.84,0.06838885694742203
Sam Reinhart,BUF,F,2019-20,69,3650000,5572047.48,0.06836868077516556
Jonathan Marchessault,VGK,F,2021-22,76,5000000,5571619.39,0.06836342811584473
Brent Seabrook,CHI,D,2017-18,81,6875000,5570817.93,0.07427757233381271
Logan Couture,S.J,F,2014-15,82,6000000,5570332.89,0.08072946220636368
John Tavares,NYI,F,2013-14,59,5500000,5569385.93,0.08661564439535141
Jeff Carter,L.A,F,2019-20,60,5272727,5567739.24,0.06831581890583038
Chris Kreider,NYR,F,2020-21,50,6500000,5565530.17,0.06828871369361877
Sam Reinhart,FLA,F,2021-22,78,6500000,5565500.41,0.06828834861516953
Mathew Barzal,NYI,F,2021-22,73,7000000,5564077.08,0.06827088445425034
Ryan Kesler,ANA,F,2015-16,79,5000000,5562090.32,0.07790042459964752
Anze Kopitar,L.A,F,2010-11,75,6800000,5560026.17,0.09360313415527344
Morgan Rielly,TOR,D,2020-21,55,5000000,5560011.73,0.06822100281715393
Jacob Trouba,NYR,D,2019-20,70,8000000,5559492.55,0.06821463257074356
Jordan Eberle,SEA,F,2021-22,79,5500000,5559023.17,0.06820887327194214
Anze Kopitar,L.A,F,2013-14,82,6800000,5557107.31,0.08642468601465225
Mike Green,DET,D,2017-18,65,6000000,5555456.13,0.07407274842262268
Jonathan Marchessault,VGK,F,2019-20,66,5000000,5555452.7,0.06816506385803223
Alex Goligoski,ARI,D,2019-20,70,5475000,5554789.62,0.06815692782402039
James Neal,PIT,F,2011-12,80,2875000,5553864.47,0.08637425303459167
Drew Doughty,L.A,D,2012-13,48,7000000,5553320.2,0.09255533665418625
William Nylander,TOR,F,2020-21,51,6962366,5550348.39,0.06810243427753448
Gustav Nyquist,CBJ,F,2019-20,70,5500000,5550174.12,0.06810029596090317
Anders Lee,NYI,F,2020-21,27,7000000,5548738.65,0.06808268278837204
Tyler Seguin,DAL,F,2013-14,80,5750000,5547632.7,0.08627733588218689
John Klingberg,DAL,D,2020-21,53,4250000,5546838.04,0.06805936247110367
Kevin Shattenkirk,NYR,D,2017-18,46,6650000,5546746.22,0.07395661622285843
